评论内容,性别,点赞数量,回复时间,tags,emotions
"给我5块钱路费回家！
我没钱！
你有350块在我这！
还钱！
好，扣五块！！！",保密,8,2020-01-13 22:21:31,0,愤怒/生气
"韩国:爸爸我给钱，别走[委屈][委屈]
伊拉克:滚！[生气][生气]
美国:不给钱我就不走[傲娇][傲娇]
我:韩国把伊拉克那份付了不就行了吗？[抠鼻][抠鼻]",保密,8,2020-01-13 21:44:00,0,愤怒/生气
“他们会付钱的，不然我们就不走！”——特朗普,男,8,2020-01-13 19:32:12,0,愤怒/生气
虽然他们一无所有，从国家繁华到国破家亡，虽然他们妻离子散任人宰割，但他们自由了啊！[doge][doge][doge],男,7,2020-01-16 10:54:52,0,愤怒/生气
川普真的该转行去说相声，真的太逗了。[请吃红小豆吧！_翻白眼],男,7,2020-01-13 22:42:56,0,悲伤/痛苦
真•保护费,保密,7,2020-01-13 18:44:48,0,恐惧/害怕
特朗普：八千万杀我？又要求和？来八亿再说。,男,7,2020-01-13 18:42:55,0,愤怒/生气
他眼睛看着好奇怪，和脸颜色差好多，怕不是外星人哦[囧],女,6,2020-01-13 20:35:56,0,厌恶/讨厌
不给就不乖，头把你打歪,男,6,2020-01-13 18:48:53,0,愤怒/生气
付了钱，美就有钱维持军事基地的费用了，那还怎么可能走，肯定继续留着[妙啊],男,5,2020-01-13 21:53:38,0,愤怒/生气
特朗普：谈钱伤感情啊，还是谈枪吧[doge][doge],保密,5,2020-01-13 18:43:14,0,悲伤/痛苦
川普 5  亿  美  元    打钱,女,5,2020-01-13 18:33:28,0,羞耻
"对韩国:不给钱我就撤军
对伊拉克:给钱我就撤军[doge]",男,4,2020-10-03 11:57:26,0,愤怒/生气
这假猴变的越来越出神入化了，六小龄童一个个辛苦练化下来的72变正在被这突然冒出来的假猴一个个套现。,保密,4,2020-01-15 21:31:00,0,厌恶/讨厌
左右还是气着了伊拉克，可怜的伊拉克,保密,4,2020-01-15 21:21:13,0,厌恶/讨厌
350亿都说出来了，估计伊拉克高层慌的一批,男,4,2020-01-14 16:42:08,0,厌恶/讨厌
"太欺负人了，就跟当年列国欺负清末时期的中国一样。
伊朗别怂，站起来刚",男,4,2020-01-13 19:58:14,0,厌恶/讨厌
经营奇才？,男,4,2020-01-13 18:41:03,0,厌恶/讨厌
功能这么敷衍  像极了web大作业  感觉我也能写[滑稽],女,3,2021-05-08 07:26:00,0,愤怒/生气
你将如闪电版归来,保密,10,2021-05-06 06:24:53,0,恐惧/害怕
我最爱的川宝回来啦[喜欢][喜欢][喜欢],女,10,2021-05-05 19:06:27,1,愉快/幸福
川宝才是世界顶流，什么流量明星，国际大咖滚一边去吧,保密,11,2021-05-05 18:20:12,0,悲伤/痛苦
川宝好乖妈妈好爱[脱单doge][脱单doge][脱单doge],保密,3,2021-05-05 16:57:26,1,愉快/幸福
我们的欢乐又回来啦,保密,8,2021-05-05 16:45:21,1,愉快/幸福
"川宝真是永远不会让我失望
你，究竟还有多少惊喜是朕不知道的[doge]",保密,3,2021-05-05 15:30:29,0,愤怒/生气
学谁不用多说,男,12,2021-05-05 13:15:17,0,愤怒/生气
Trump 2024[doge],保密,3,2021-05-05 12:11:56,0,羞耻
老早就出了，一以前就曝光了,女,3,2021-05-05 11:50:21,0,愤怒/生气
战歌起！[热词系列_爷青回],男,3,2021-05-05 10:58:45,0,悲伤/痛苦
爷青回,男,3,2021-05-05 10:52:15,1,羞耻
[打call][打call][打call]川宝回来了！,女,10,2021-05-05 10:02:54,0,愤怒/生气
当前稿件的ping论功能已关闭,保密,10,2021-05-05 14:53:54,0,厌恶/讨厌
😅,女,4,2021-05-05 16:13:45,1,羞耻
不就是b站嘛,保密,4,2021-05-05 15:04:25,0,平静/冷静
草，这样看来川普确实很有魅力，至少很有意思[笑哭],保密,6,2021-05-05 13:00:20,1,愉快/幸福
川建国不行呐，这都是咋们玩剩下的[OK],保密,8,2021-05-05 12:27:45,0,悲伤/痛苦
精神病人的行为通常很娱乐化的。,男,4,2021-05-05 10:08:46,0,平静/冷静
特朗普的支持者：请打开麦克风交流[doge],男,8,2021-05-05 12:12:47,0,惊讶/震惊
建国同志冒着感染的风险，为了融入美国群众，口罩都不戴，爱国之心昭然若揭[doge][doge],男,2,2020-03-07 12:36:06,0,厌恶/讨厌
建国:没有人比我更想念我的脸[妙啊],男,2,2020-03-06 08:42:12,0,恐惧/害怕
观察 对不起走错了,女,2,2020-03-06 00:52:15,0,厌恶/讨厌
这就是他不洗脸的理由？,保密,2,2020-03-06 00:33:50,0,厌恶/讨厌
哈哈哈哈哈我觉得抛开政治啥的，就个人来讲他还蛮有意思的,保密,1,2020-04-02 21:06:50,1,平静/冷静
"脸脸脸脸脸脸脸
脸                    脸
脸              手  脸
脸                    脸      手
脸脸脸脸脸脸脸                     手
[捂脸]",保密,1,2020-03-24 02:30:00,0,愤怒/生气
觉得可爱的兄弟萌，把可爱打在公屏上,男,1,2020-03-23 13:31:36,1,愉快/幸福
没人比我更懂得“不要脸”[doge],女,1,2020-03-22 22:23:08,0,恐惧/害怕
看来特朗普在紧张又重要的会议中有调节的作用呢[吃瓜][抠鼻],男,1,2020-03-22 21:59:22,1,恐惧/害怕
没脸你怎么摸[奸笑],保密,1,2020-03-22 20:16:50,0,愤怒/生气
好尬呀我去,保密,1,2020-03-22 16:22:24,1,愉快/幸福
黄皮肤，红领巾，难道是？[doge][doge],保密,1,2020-03-21 11:38:36,0,悲伤/痛苦
乖普普，咱们不想哦，脸这个东西是不存在的哦[微笑],男,1,2020-03-20 02:49:53,0,厌恶/讨厌
翻译：建国同志几个星期不洗澡，然后和大家开会,男,1,2020-03-19 21:47:24,0,厌恶/讨厌
幽默的总统  川普真的很搞笑  比我一个四川人讲“川普”更搞笑[呲牙],保密,1,2020-03-19 00:04:04,0,愉快/幸福
鲜艳滴红领巾飘扬在前胸[doge],男,1,2020-03-18 02:39:39,1,愉快/幸福
川普:没有人比我更懂怎么不要脸,男,1,2020-03-16 14:49:12,0,厌恶/讨厌
暴击,女,1,2020-03-14 09:34:12,0,羞耻
前提是得有脸,男,1,2020-03-13 23:41:50,0,厌恶/讨厌
川普宝宝在线求表扬[doge],女,1,2020-03-13 21:18:19,1,愉快/幸福
或许是2021年流行款,保密,24,2021-06-06 19:03:30,1,平静/冷静
为了博取关注量也是拼了！高啊！,男,14,2021-06-07 09:17:23,0,愤怒/生气
宝儿啊，中国的爸爸妈妈们想你了，你可比登登可爱多了。[大哭],男,11,2021-06-06 21:18:13,0,愤怒/生气
为啥他们要关注川宝的下半身[脱单doge][脱单doge],保密,10,2021-06-08 07:10:36,0,愉快/幸福
还是川宝欢乐，老鳖登太无趣了,保密,8,2021-06-06 22:51:05,0,悲伤/痛苦
你是怎么看出来人家用这个的，无语,男,8,2021-06-06 19:03:42,0,厌恶/讨厌
他来了他来了，他带着礼物走来了。[doge][doge][doge],保密,6,2021-06-06 23:49:16,1,悲伤/痛苦
这个家伙怎么还不挂,保密,6,2021-06-06 16:25:06,0,厌恶/讨厌
反了反了[嗑瓜子],女,5,2021-06-08 00:07:51,0,恐惧/害怕
川同志搭女王肩挡路，勾教皇的小手指，就是在告诉世人，在讽刺没有什么不可侵犯的神权和王权，川普可能深受马列影响，毕竟德羿,保密,4,2021-06-12 08:21:32,0,愤怒/生气
其实川宝最近有在健身啦，那只是他的腹肌而已。川普：瞌睡乔，我最近有在健身啦，让不让我康一下啦？你感觉也变得很勇嘛？让我康康啊！[脱单doge],女,4,2021-06-07 02:36:26,1,悲伤/痛苦
这暗示，这是要反啊！[doge],男,4,2021-06-07 00:08:52,0,悲伤/痛苦
每次视频的bgm真的是深得我心 给配bgm的小哥哥/小姐姐加鸡腿[tv_点赞],女,4,2021-06-06 16:31:51,1,愉快/幸福
防蛋衣,男,3,2021-06-09 01:10:27,1,羞耻
全身防弹衣,保密,3,2021-06-08 20:58:20,0,厌恶/讨厌
不行了，笑到岔气！[笑哭],保密,3,2021-06-07 08:31:31,0,愤怒/生气
快快当上！我的快乐源泉！[大笑],保密,3,2021-06-06 16:23:03,0,愉快/幸福
他是故意的，为的是不让网友失望,保密,2,2021-06-23 18:44:25,0,愤怒/生气
那不是反穿尿不湿，那是天生反骨[妙啊],保密,2,2021-06-07 13:45:55,0,悲伤/痛苦
z，为什么这个西兰花怎么喜欢川普,保密,0,2020-05-13 18:42:38,0,平静/冷静
"老红军：我还记得他，他当时还很年轻，眼角是我们那个时代特有的坚毅，走起路来端正，一丝不苟。我当时问首长，这个金发的年轻人要去做什么，首长沉默了一会儿，只是说他要去远方。后来我负责送他离开，在哈尔滨的10月，冰结在廊檐上，远处是通向异国火车的鸣笛，浓烟滚滚。这个年轻人向我敬了军礼，我回敬他，突然就明白了他将要承担什么。
他就这么离开了，红领巾是他带走的和这片土地唯一有关联的记忆。",男,1,2020-05-13 15:05:06,1,愉快/幸福
老饭新吃？[嫌弃],男,0,2020-05-13 14:42:01,0,厌恶/讨厌
你还我西兰花🥦[大哭],保密,0,2020-05-13 14:33:46,0,恐惧/害怕
[鸡腿][鸡腿][鸡腿],女,0,2020-05-13 14:10:24,1,愉快/幸福
这都是老视频了，既然是胡健的团团能不能搬点台湾的议会打架视频让大家乐呵乐呵[呲牙],保密,0,2020-05-13 13:47:33,0,悲伤/痛苦
西兰花赶绩效的样子[doge],保密,0,2020-05-13 12:35:52,0,平静/冷静
西兰花刚连上网啊[doge],保密,1,2020-05-13 12:35:46,0,羞耻
草我们英语老师给我们放过这个,女,0,2020-05-13 12:22:40,0,愉快/幸福
这波阿，这波是时间穿梭,男,0,2020-05-13 12:21:07,1,平静/冷静
第一次看到这个视频的时候，还没有福建团团,男,0,2020-05-13 12:07:19,0,平静/冷静
团团，多重水印也太没排面了吧[热词系列_我哭了],保密,0,2020-05-13 11:58:34,0,厌恶/讨厌
老家的团团[哦呼]三连升级[热词系列_三连],男,0,2020-05-13 11:47:24,1,愉快/幸福
无内鬼，来点笑话,男,0,2020-05-13 11:16:45,0,恐惧/害怕
第一次看这个视频的时候，我还没有女朋友[doge],保密,1,2020-05-13 10:49:14,0,厌恶/讨厌
早早就看过了,男,0,2020-05-13 10:41:50,0,希望/期待
我上次看到这个视频还是个后浪,男,0,2020-05-13 10:37:29,1,愉快/幸福
自家的2级团团好欺负[doge],保密,0,2020-05-13 10:29:52,0,平静/冷静
第一次穿越，就献给了西兰花[tv_doge],保密,0,2020-05-13 10:25:04,0,平静/冷静
老视频新放,男,0,2020-05-13 10:20:17,1,平静/冷静
"道德相对论认为不同人所持有的道德或伦理看法都是同样有效的，没有任何人的“是非”观比别人的更正确。道德相对论是其它形式的相对论思想，如文化相对论，的更广义和更个人化的应用形式。这些都基于一个概念，即善恶没有终极标准，因此任何是非判断都纯粹是个人喜好和环境的产物。按照道德相对论的概念，不存在终极道德标准，也没有什么说法或立场是绝对“正确或错误”、“最好或最糟”。 
尽管其适用的范围很有限，但道德相对论在现代世界中有很多拥护者。正如其它形式的相对论一样，它只是用于纯粹自保的用途。道德相对论的原则只用于开脱或允许某些行为，却从不能用于谴责某些行为。道德相对论有几种不同形式，有功利主义、进化论、和存在主义，也有情感主义和情境主义。所有这些大都有一个统一的主题：不存在绝对道德，“是”或“非”都是个人喜好的产物。",男,11,2017-02-06 12:32:06,0,愤怒/生气
評論員居然結巴…居然結巴了，好歹給我道貌岸然一下，就一下！,男,10,2017-02-08 20:08:50,0,愤怒/生气
兔子：我在家里好好种菜，怎么这么大一口锅就飞过来了？？？,女,10,2017-02-08 13:47:41,0,愤怒/生气
心疼川普，太耿直，总感觉他干不满四年（就被暗杀了）,保密,10,2017-02-07 22:54:02,0,厌恶/讨厌
人在家中坐，锅从天上来 这个弹幕笑死我了,男,10,2017-02-06 22:01:33,0,愉快/幸福
贺电，这个上新闻联播辣～(￣▽￣～),保密,10,2017-02-06 19:25:47,0,愉快/幸福
最可悲的永远都不是无知、弱小，而是傲慢,男,10,2017-02-06 17:33:24,0,厌恶/讨厌
米利坚的谋杀怎么能叫谋杀呢！那叫皿 煮懂吗？皿 煮！#滑稽,保密,10,2017-02-06 12:19:13,0,愤怒/生气
看一看欧洲，在看一看川普，嗯，川普简直就像救世主下凡。,保密,9,2017-03-03 02:30:55,0,厌恶/讨厌
川普：别惹我，我狠起来连自己都骂！[2233娘_耶],男,9,2017-02-11 11:25:34,0,愤怒/生气
其实特朗普就是一个典型的例子，你看主流媒体基本上不少对他表示不满的但是他还是当选了。美国常常说我国媒体是政府的喉舌，这样看来他们自己的媒体不也是没能代表广大民众的真实意图嘛。,保密,9,2017-02-09 11:08:02,0,愤怒/生气
其实我蛮讨厌美国脱口秀不停打断人家说话这个***,保密,9,2017-02-07 00:37:26,0,厌恶/讨厌
今天晚上的新闻联播也播了这段视频哦！,保密,9,2017-02-06 19:37:37,0,愉快/幸福
虽然我不喜欢特朗普，但冲他这句话我还是得双击666(°∀°)ﾉ,保密,9,2017-02-06 12:15:07,0,恐惧/害怕
耿直，有意思。,男,8,2017-02-09 21:13:26,1,平静/冷静
现在政客不提中国都不知道怎么说事了_(:3」∠)_,男,8,2017-02-08 14:23:14,0,厌恶/讨厌
川普说的是实话，但这不代表政治正确。作为一个国家元首身后所作所为无人问津，但在人前说话必须要有所收敛，我只能说川普身为一个总统身份还处在以个人角度说话的心态，正因如此他依旧开放着私人推特。政要人物情绪化是非常要命的事情，也许他还没有做好代表国家的觉悟，也许他压根就没想过要当总统。,男,8,2017-02-08 12:03:24,0,愤怒/生气
"如果没有记错的话 美国前期移民都是罪犯 并且强杀原住民 。 
所以鸡者洗白思路不对啊",男,8,2017-02-06 20:05:30,0,厌恶/讨厌
我感觉川普会被暗杀(=・ω・=),保密,8,2017-02-06 17:33:27,0,愤怒/生气
国家与国家之间还讨论谁是杀人犯？ 大哥这个主持人真的不是幼儿园的小朋友吗？,男,7,2017-02-22 02:48:15,0,厌恶/讨厌
我记得吉姆.罗杰斯的女儿的中文实在太6666～在外国人中独树一帜，即使放在中国人里也是厉害的（＾ｖ＾）,女,5,2018-01-01 07:58:33,1,悲伤/痛苦
我不管，让他们写甲骨文廋金体狂草，听力报周杰伦的歌和温州话，解答题就是意思意思，这是什么意思，不成意思，小小意思到底是什么意思。报我寒窗苦读被虐成渣的仇！,男,5,2017-12-29 11:16:57,0,愤怒/生气
"我看美剧，绿箭侠和夜魔侠，夜魔侠里演员各种强行秀中文，我还是很喜欢听老外说中文的但是看美剧遇到用中文交流的我的心理都是“自己人，别开腔，求求你们说英语好不好。。”记得绿箭侠里主角去中餐馆和厨师对话，吐出一串话，我当时没明白他说的什么语言，完了那厨师和被人报告时称“听他得口音一定是来自中国（perfect Chinese accent）”
我：？？？？
刚刚绿箭侠嘴里呱啦出的鸟语是中文？？完美的中国口音？你们确定不是对中文有什么了不得的误解吗？(ﾟДﾟ≡ﾟдﾟ)!?",保密,5,2017-12-28 22:49:09,0,愤怒/生气
完全是国力强盛的结果，因为中国强大了，所以他们感到汉语好听了,男,5,2017-12-28 20:32:31,0,愉快/幸福
我居然看见了金坷垃。。。,女,4,2018-06-15 19:20:14,0,羞耻
WOW，在团团这里看到抖森了，新年快乐(/≧▽≦/),女,4,2018-01-29 12:01:50,1,愉快/幸福
自我感觉良好罢了!,男,4,2018-01-10 19:33:45,1,平静/冷静
哎呀活捉我们家萨沙小天使！视频里一口东北话说俄罗斯有些地方不学英语学汉语那个！节目叫《非正式会谈》，墙裂安利！,保密,4,2017-12-31 00:28:10,0,愤怒/生气
终于让这些老外体验下我们当年学生时代努力学英文，考试成绩英文得零分的快感了,男,4,2017-12-30 09:49:56,0,愤怒/生气
"下岗危机？？！！！ 
李雷和韩梅梅还是快点拾下汉语吧，说了这么多年洋文怕是生疏了。",男,4,2017-12-30 00:55:02,0,愤怒/生气
英语、德语、法语、日语、韩语、中……文？等等，为毛不是中语呢？,男,4,2017-12-29 22:21:48,0,厌恶/讨厌
没有澳大利亚人民站起来了差评(=・ω・=),男,4,2017-12-29 15:24:22,0,愤怒/生气
终于能让老外感受中文考题的恐惧了[小电视_笑],男,4,2017-12-29 14:16:10,0,悲伤/痛苦
又被锁评论区了，来这喷一下,男,4,2017-12-29 08:49:22,0,厌恶/讨厌
这个视频让我觉得很害怕。毕竟我是英语师范专业的,男,4,2017-12-29 01:53:16,0,平静/冷静
我不想学英语啊啊啊，学完就忘了，除了专业人才其他人根本没用吧,女,4,2017-12-29 00:15:20,0,厌恶/讨厌
吹得我全身骨头轻了3两，舒坦,保密,4,2017-12-29 00:04:33,0,厌恶/讨厌
官方喝假酒了！！！！(°∀°)ﾉ(°∀°)ﾉ(°∀°)ﾉ(°∀°)ﾉ,保密,4,2017-12-28 22:25:39,0,愤怒/生气
我忽然期待着和下一代人的文化撕裂。b站鱼龙混杂，人群大小不一，每次撕逼站队，总有人说我们文化不自信，可我明明看到一些现象真的很激动啊。唉，也许他们说的有道理吧。那只能燃烧我们这老一代人，(明明是80/90的人。。)期待一个未来的景象，也就是看到一些现象也不会激动的年轻人。也许那就是是文化自信？[小电视_嘟嘴],保密,4,2017-12-28 21:59:07,0,愤怒/生气
因为中国强大了，所以老外们都学起了中文。后来被博大精深的中华文化深深吸引不能自拔岂不美哉2333(°∀°)ﾉ,保密,4,2017-12-28 21:25:39,0,悲伤/痛苦
别骂了!别骂了! 观察者网在看我直播!央视新闻在看我直播!他们都在看我直播! 嗯～～!,保密,22,2020-04-14 17:24:54,1,愤怒/生气
竟然敢让我难堪，你们都是假新闻!!![doge][doge][doge],女,5,2020-04-14 16:41:14,0,愤怒/生气
"🙌没人
👐比我
👌更懂
👆假新闻",保密,24,2020-04-14 16:40:34,0,恐惧/害怕
有一说一，这女记者像机关枪一样确实烦，但作为高层领导人应有对应的心里素质去应对他。,保密,40,2020-04-14 16:40:50,0,愤怒/生气
不愧是我,男,5,2020-04-14 16:31:14,0,恐惧/害怕
天天看这货瞎折腾，我觉得我也能去美国当总统[doge],保密,25,2020-04-14 14:55:30,0,悲伤/痛苦
"👐没有人
🙌比我
👌更懂
☝新闻",男,5,2020-04-14 14:40:49,0,平静/冷静
我的很多美国朋友现在都说想把特朗普拉出去毙了[妙啊],女,15,2020-04-14 16:44:49,0,悲伤/痛苦
January，January，January，强行January惹[吃瓜][吃瓜][doge],男,6,2020-04-14 16:45:07,0,悲伤/痛苦
我不听我不听我不听,男,18,2020-04-14 14:46:36,0,厌恶/讨厌
"🙌没有人
👐比我
👌更懂
☝假新闻",保密,4,2020-04-15 11:17:17,0,恐惧/害怕
有一说一 还真是假新闻,保密,14,2020-04-14 21:35:06,0,恐惧/害怕
"🙌没有人
👐比我
👌更懂
☝新闻",男,14,2020-04-14 21:28:57,0,悲伤/痛苦
舌 战 群 儒[doge],保密,4,2020-04-14 18:52:34,0,恐惧/害怕
"左：你看我这手风琴拉的怎么样
右：就这？我来给你演示一遍
🙏        👐
右：🙌没有人
        👐比我
        👌更懂
        ☝手风琴",保密,14,2020-04-14 18:37:20,0,愤怒/生气
川建国同志说的话都对，只不过人家问的是二月，你老是说一月干嘛呢？呐呐呐呐呐呐,保密,13,2020-04-14 16:36:40,0,愤怒/生气
没有人比我更会抢话了[doge][doge],男,4,2020-04-14 16:33:58,0,厌恶/讨厌
自由美利坚，发布会跟街头吵架似的[doge],男,4,2020-04-14 16:21:25,0,厌恶/讨厌
要用西方媒体去战胜西方政治人员,保密,14,2020-04-14 16:11:36,0,厌恶/讨厌
还在互相甩锅，可悲,男,4,2020-04-14 15:39:57,0,厌恶/讨厌
一天一笑，最爱特朗普，一定要保持健康啊，你是我快乐的源泉！,女,2382,2020-04-04 21:02:13,0,愉快/幸福
川建国就快完成任务了，胸前的红领巾越来越鲜艳了[吃瓜],男,1139,2020-04-04 21:04:11,0,愉快/幸福
革命尚未成功，远在美丽国的川建国同志也要注意身体啊！[滑稽][滑稽],保密,856,2020-04-04 21:02:18,1,愤怒/生气
就算我染上病毒我也还有钱。。。[doge],男,712,2020-04-04 21:02:49,0,平静/冷静
美国病毒无法伤到我分毫，这块红领巾就是证明[doge],保密,516,2020-04-04 21:03:43,0,愤怒/生气
"每天起床第一句，先给美国打个气。一天不够一万例，都要说声对不起。川普川普问自己，检测物资在哪里？第一我要第一，我要超过意大利！pose,pose,我要全世界第一,pose,pose,我要全世界第一",保密,310,2020-04-04 21:20:45,0,愤怒/生气
生命诚可贵，爱情价更高，若为自由故，口罩也可抛。,保密,282,2020-04-04 21:03:04,1,愉快/幸福
试试就逝世[偷笑],保密,182,2020-04-04 21:03:15,0,平静/冷静
什么叫自由啊[doge]（战术后仰）,保密,136,2020-04-04 21:03:34,0,平静/冷静
我在这等着看特朗普打自己的脸，过不了一段时间他自己肯定会戴，然后告诉民众要强制戴口罩。,男,113,2020-04-04 21:04:54,0,愤怒/生气
特朗普：我就不戴嘤嘤嘤～,男,78,2020-04-04 21:03:16,0,厌恶/讨厌
"好啊，支持特朗普，一定要坚持到底，说不戴就不戴，谁戴谁小狗！！
反正没人比你更懂病毒了是吧[doge]",保密,76,2020-04-04 21:03:14,0,愤怒/生气
最后美国总统因为自作自受，感染新冠去世就是本世纪最大的笑话了,男,70,2020-04-04 21:05:35,1,愉快/幸福
我在哪个预言里看到过2020年特朗普会得一种怪病，我觉得预言快实现了[撇嘴][撇嘴][撇嘴],保密,47,2020-04-04 21:28:15,0,愤怒/生气
《倔强》,保密,47,2020-04-04 21:02:14,0,恐惧/害怕
建国的真正目的是让联合国增加50个会员国，这样联合国就能增加50个缴会费的会员国，减少一个不缴会费的会员国，完美解决联合国经费不足问题。,男,46,2020-04-04 22:08:59,0,希望/期待
川普：没人比我更懂戴口罩。[OK],保密,40,2020-04-04 21:01:52,0,平静/冷静
特朗普:我要戴医用外科口罩,男,26,2020-04-04 21:02:53,0,平静/冷静
我就不带，就不带，你打我啊  你来啊你来啊，打我啊打我啊,男,21,2020-04-04 21:03:38,0,愤怒/生气
"白宫副新闻秘书朱迪·德埃尔在一份声明中表示：“从今天（4月3日）开始，任何预计将和总统或副总统密切接触的人，都必须接受病毒检测，评估有症状或无症状携带者的状态，限制无意传播”
不戴口罩是有原因的[doge]",保密,17,2020-04-04 21:50:09,0,希望/期待
黑伊万卡只不过因为伊万卡的父亲是特朗普，这行为真说不上多高明,男,363,2017-03-14 17:34:46,0,愤怒/生气
美国现在的主流社会是每逢川普必反，家人都不放过。可是说到民主党的事情就乖乖闭嘴，当做没事发生，这就是民主国家的媒体。,男,287,2017-03-14 18:10:13,0,愤怒/生气
"第一，这种程度的黑在美国明星恶搞节目中常有，别大惊小怪又特意上纲上线，没必要
第二，伊万卡本身没有大问题，但也绝不是啥没有黑点的女神，伊万卡吹大概是营销号看多了
第三，那些吐槽面部表情僵硬质疑寡姐演技的，这个节目本来就是搞笑节目，僵硬的脸部也算是恶搞效果",保密,162,2017-03-17 19:15:32,0,厌恶/讨厌
这个造型没黑伊万卡，黑了寡姐，发色显得寡姐气色差，衬得伊万卡好看，寡姐要染深色头发，妆的颜色也要特别是唇色这种提气色的要选好。,保密,48,2017-03-15 11:27:41,0,厌恶/讨厌
一个人要比别人好看/苗条/腿长才有批评别人的权力 这是强权社会的观点 女权的核心是平权 不同意对方观点都可以批评 不需要更好的皮相当门槛  伊万卡推出定制香水的同时 宣扬自己是女权代表 而她的产品 从售价到广告 都标榜白人富家女定位 同时期伊万卡还讲话希望女性不要对男士的“调笑”过度反应当成性骚扰 认为女性最重要的工作是成为母亲 （事实上母亲是身份而非工作） 她是个成功的名媛 商人 政治活动家 但是并非自己声称的是个女权代表 为了女权者手中的选票 伊万卡说一套做一套 这才是斯嘉丽黑她的点  至于从强权政治的角度讲 斯嘉丽有没有底气批评 只能说 如果父亲不是川普 伊万卡只是个俄罗斯掘金女郎的女儿 而父母不是现在的父母 斯嘉丽依然是2016年票房冠军女星和片酬第二女星,保密,39,2017-03-24 12:35:20,0,愤怒/生气
别的点怎么黑我不管，说汤包没她好看我就不服！,保密,29,2017-03-16 16:23:40,0,愤怒/生气
说伊万卡没黑点的是营销号看多了吗？她的品牌抄袭全时尚圈都知道好吗。,女,28,2017-03-19 01:42:57,0,悲伤/痛苦
还有人说下作的，本来这个就是恶搞啊，恶搞总统相关不是SNL保留节目，有些人还真的要当真上纲上线哦,保密,28,2017-03-17 11:05:57,1,羞耻
"一群人在那气的跳脚，还说什么皇，逗！自己国家的事情不怎么上心也算了，跪舔一个处处和中国为敌的总统和他女儿，真是好笑，人家美国人自己都这样黑川普，一群我国所谓的""政治大家""却在急得跳脚，真是群跳梁小丑，现在就是有你们这种人，才会有那么多幺蛾子事。
   接着跪舔吧，有本事别吃中国的米饭去转美国籍啊，抱着你家川普和伊万卡大腿去呀！有本事去炸了好莱坞这群明星啊！搞笑吧！
   美国自己内部的事情这么上心，也是够厉害的，我是大写的服气",女,25,2017-03-19 20:44:12,0,愤怒/生气
伊万卡黑点那么多又不只是因为她是川普女儿才黑 而且说汤包比她丑的我只能说不敢苟同……,保密,24,2017-03-19 20:08:32,0,厌恶/讨厌
哇靠，这就是节选片段ok??况且这就是恶搞节目，一个个较真的好像川普是你亲爹一样，还有那些说什么脱粉的，请问你粉过嘛，你要粉过会不知道这就是个恶搞节目，你会不知道大部分美国演员都是支持希拉里，你会不知道现在老美全民黑川普为乐，各种美剧里都有黑川普，搞不懂一帮人在这扯什么,保密,21,2017-03-18 23:19:00,0,愤怒/生气
斯佳丽约翰逊都算丑？不是很懂你们的审美(╯°口°)╯(┴—┴,保密,21,2017-03-18 03:12:51,0,恐惧/害怕
"说实话 斯嘉丽比伊万卡差的太多了   身材长相气质都不是一个档次的      

最重要的是居然还是个白左。。。。哈哈",保密,21,2017-03-14 22:19:06,0,悲伤/痛苦
斯嘉丽其实好看的 只不过她不适合伊万卡的造型罢了  说丑的过分了啊,保密,18,2017-03-19 03:41:22,0,惊讶/震惊
呵呵，snl就是这个恶搞风，还有说我寡姐丑的是眼瞎，还有我寡姐气质不要比伊万卡好太多，就因为伊万卡长的漂亮就这样？再说了，老美现在乐于黑特朗普，跟你中国人有什么关系，人家都不在意，你在这bb的倒是厉害,保密,17,2017-03-18 23:13:09,0,厌恶/讨厌
说斯嘉丽丑的人没问题吧(O_O)？伊万卡黑点那么多你们瞎(〟-_・)ﾝ?恕我直言，在寡姐攻气爆表的气场颜值中伊万卡就是个渣,女,15,2017-03-18 21:41:14,0,悲伤/痛苦
中国的伊万卡粉十之八九都是营销号看多了，这女人和她老公黑点多了好吧。,女,14,2017-04-20 10:35:16,0,悲伤/痛苦
说斯嘉丽丑的…你看过斯嘉丽本来的样子吗？如果没看过你可就别比比了吧，毕竟这种恶搞模仿只能说不像外加故意丑化的成分……如果看过你还觉得丑，嗯，你开心就好……顺便，人家恶搞人家的总统你们跳脚个什么劲？,保密,14,2017-03-20 22:32:20,0,厌恶/讨厌
好奇怪哦你们，明明奥巴马之前也被黑，只不过你看不到这样的视频，这几年网络越加发达搬运工也很多所以你看到了这个？川普委屈吗？伊万卡本来黑点就不容否认，极力安利自己的老爸，借老爸的名气赚钱，美国人黑她和川普完全正常,男,14,2017-03-18 13:00:45,0,愤怒/生气
为什么突然觉得寡姐不如一万卡性感漂亮了…,女,14,2017-03-15 14:12:34,0,厌恶/讨厌
