评论内容,性别,点赞数量,回复时间,tags,emotions
双话事人咯，都不用争[doge_金箍],保密,5,2024-09-12 18:03:36,0,平静/冷静
哈哈哈这次对川普攻击时间持续时间长了，反倒是川普这次攻击哈哈哈时间少了点,保密,5,2024-09-12 13:27:55,0,平静/冷静
你能想象吗？有一天总统会给我们讲相声/脱口秀,保密,13,2024-07-26 16:28:29,0,愤怒/生气
其实，一般人别说遇到刺杀，就是车祸都会惊厥到好几天住院。川子差点被爆头，竟然一直跟个没事人一样，仿佛那件事就没有发生。,男,48,2024-07-26 13:03:53,0,厌恶/讨厌
我上表哈里斯，让他被解雇的事，已经有回复了，竟然不许！,保密,13,2024-07-26 11:53:13,0,愤怒/生气
他之前每次演讲都有观众拿着牌子“拜登你被解雇了”,男,48,2024-07-26 12:08:23,0,愤怒/生气
川普发言比考试听力都容易，我要是红脖子我也投他,保密,15,2024-07-26 12:23:46,0,愉快/幸福
特朗普抬眼看去，没有一个对手,保密,53,2024-07-25 22:26:16,0,愤怒/生气
[doge]义乌动作也太快了吧，后边那位都穿上衣服了,保密,12,2024-07-26 15:06:25,0,平静/冷静
噗呲噗呲最经典台词了：“Your Fire!”（我英语不好，可能打错了[尴尬]）,保密,56,2024-07-26 14:08:07,0,厌恶/讨厌
川宝的英语是我唯一能听懂的,男,12,2024-07-26 13:12:32,0,平静/冷静
顶级语言艺术，别笑川普，他能把你怼的话都说不出来。但是只有哈哈哈姐能克制川普了，说不了话但是能笑。,保密,51,2024-07-26 15:19:26,0,厌恶/讨厌
特朗普又要成总统了？？没有其他竞选者了吗,男,11,2024-07-26 12:04:48,0,厌恶/讨厌
特朗普在我概念中一直是一个娱乐明星[笑哭],保密,32,2024-07-26 14:59:49,0,愉快/幸福
版本更新：取消了奎桑提的神秘商店[歪嘴],保密,10,2024-11-10 20:41:55,0,愉快/幸福
哈里斯这种飞舞东西，我觉得随便抓个街友上去也和她没差,保密,31,2024-07-26 13:11:30,0,愤怒/生气
美国能有特朗普真是三生有幸啊。,男,10,2024-07-26 08:14:49,0,平静/冷静
现在还敢站在特朗普身后的人都是真正的鳗[doge],男,30,2024-07-26 13:41:18,0,愉快/幸福
"BV1vS421979q

不要小瞧哈里斯，她哈哈哈哈只是因为她是副总统，在其位谋其职，现在很快就进入竞选状态了，还有半年，结果真不好说。",女,12,2024-07-26 13:28:11,0,厌恶/讨厌
真勇猛，台阶都不给一个[笑哭]这种钢铁直男最容易被人阴。那一颗枪子逼的鱼死网破？还是一直就是这种猛人，才挨的枪子儿？无论是哪种，钢铁直男、敢爱敢恨不留隔夜仇的性格，特朗普这性格我讨厌不起来,保密,29,2024-07-26 01:45:52,0,愤怒/生气
"突然想起那个模仿川普的小女孩，""you are fired""",保密,9,2024-07-26 12:35:08,0,愤怒/生气
you are fired !这个是他早点综艺大火成为网红的一个梗，美国基本人尽皆知。,男,30,2024-07-26 12:56:17,0,平静/冷静
卡特不满川普上台，以死明志[doge],保密,2,2025-01-04 19:05:59,0,厌恶/讨厌
老登头儿子一特赦就肆无忌惮了[doge],保密,4,2025-01-04 20:00:43,0,愤怒/生气
把上半截旗杆砍了，[doge],保密,123,2025-01-04 16:57:01,0,恐惧/害怕
拜登：祖宗之法不可改[doge],保密,67,2025-01-04 17:30:52,0,厌恶/讨厌
旗帜向上移动三毫米，旗杆往左侧歪五毫米，旗子向东南方向延伸四毫米……,保密,197,2025-01-04 16:05:46,0,厌恶/讨厌
上半旗杆转90度，平时旗帜在横杆上挂着，降半旗时在纵杆上挂着，这样大家都满意[OK],保密,4,2025-01-05 09:13:45,1,愉快/幸福
美国动不动就降半旗，这旗干脆就不要升起来好了,男,5,2025-01-04 15:46:53,0,愤怒/生气
只能怪卡特死的不是时候啊,保密,2,2025-01-04 23:39:41,0,厌恶/讨厌
他还是这么爱面子,保密,68,2025-01-04 17:53:33,0,厌恶/讨厌
把现任搞死，让懂王来主持降旗不就行了[妙啊],男,1,2025-01-05 08:06:46,0,愤怒/生气
降半旗也能党争[笑哭],男,7,2025-01-04 19:49:29,0,希望/期待
现在的牢美就像这旗子一样只能到一半了，懂王还是不会来事，是我就说自己接手了一个只有昔日一半能量的美国，未来一定能让旗帜重新升起。就是不知道懂王上去折腾2年之后是升一点还是旗杆子都没了[doge],保密,1,2025-01-04 22:40:44,0,愤怒/生气
吉米卡特一个老好人，有点惨呐，临了被人当政治工具利用了两次，人都迷糊了被推去给哈里斯投票宣传，这回一死也被拿来恶心特朗普一下子，阴谋论一点有可能是民主党气急败坏，把他给当柴烧了，毕竟已经是临终关怀的人了，什么时候死，外人可以操作的,男,0,2025-01-05 13:45:04,0,悲伤/痛苦
川普：你最好不要在我任期内仙去。,保密,0,2025-01-05 13:12:59,0,平静/冷静
为了继续保持半旗，是时候献祭民主党剩余的总统们了[doge],保密,0,2025-01-05 10:26:36,0,悲伤/痛苦
特朗普不尊重卡特？,保密,3,2025-01-04 21:13:49,0,厌恶/讨厌
前总统不是拜登吗。如果拜登还没卸任，那不应该是特朗普吗[蹲蹲],男,0,2025-01-05 11:42:59,0,厌恶/讨厌
在特朗普就职的前一夜，拜登突然翻身起床，连夜就那颤抖不已的手写下：特朗普死后，美利坚合众国不降旗！,保密,0,2025-01-05 09:25:45,0,愤怒/生气
降旗30天，是惯例还是政令？,保密,95,2025-01-04 14:55:03,0,厌恶/讨厌
美国不讲人情世故。。。[doge],保密,4,2025-01-05 00:40:34,0,恐惧/害怕
拜登倒下去 建国站起来,女,75,2022-03-21 02:28:30,0,恐惧/害怕
三拜九登,男,49,2021-03-22 12:43:35,0,羞耻
美国是整蛊专家，天天过愚人节！所以他们的说话，咱们不能入心！,女,44,2022-02-07 19:41:31,0,愤怒/生气
问一下，拜登突然翘辫子了，乌克兰还会白给拜登的傻儿子钱吗？,男,41,2021-03-27 16:27:18,0,愤怒/生气
这波啊，这波是准备让大熊猫断粮[doge],保密,30,2021-03-25 02:20:17,0,愉快/幸福
刚刚看了黑人抬棺视频哈哈哈,保密,18,2022-09-11 23:30:24,0,愉快/幸福
一边拉屎一边上飞机。还是全自动？,保密,14,2021-10-02 22:55:04,0,厌恶/讨厌
拜三连[doge],保密,14,2021-03-22 10:25:20,0,羞耻
把我乐坏了,男,13,2021-10-13 18:02:16,0,愤怒/生气
笑着笑着就哭了 他本该是在养老院里有护工照顾的一个普通老人求美国放过他当他安然度过晚年,保密,13,2022-08-06 23:07:32,0,悲伤/痛苦
妈呀，这个梗不知不觉中已经玩了一年多了,保密,11,2022-06-18 20:52:08,0,悲伤/痛苦
建议老拜用足力健老人鞋[妙啊],女,11,2022-05-21 14:27:43,0,平静/冷静
登子，那条红色的路不好走啊,保密,10,2022-06-09 20:02:38,0,厌恶/讨厌
"BV14Y4y1Y7jm
特朗普儿子很适合整这活嘛[妙啊]",女,10,2022-04-22 20:42:42,1,愉快/幸福
做这些视频的应该都是美国人吧，怎么....[doge][doge],女,9,2021-09-23 16:25:33,0,厌恶/讨厌
拜登：看来还是不太熟悉这具身体呢[doge],保密,9,2022-08-03 10:53:41,0,恐惧/害怕
总统居然被人这样恶搞,保密,8,2021-04-04 03:07:18,0,愤怒/生气
六啊[给心心],保密,8,2021-03-24 12:20:49,1,愉快/幸福
哈哈哈，笑死我了。😂,男,8,2022-07-23 12:56:23,0,恐惧/害怕
拜登为什么不用传送带上飞机呢[doge],保密,8,2022-04-26 22:27:30,0,惊讶/震惊
这是大实话 还真别笑 川普还真就是nb 放眼全世界 这个首富 那个首富的 比尔盖茨 巴菲特啊  马云 王健林 那个 从商人变成国家领导人了,男,26,2018-06-23 05:48:19,1,悲伤/痛苦
奥巴马的八年就是对美国不负责任的八年，白左泛滥的八年，这八年严重破坏美国的发展轨迹，对中东，对朝鲜局势掌控力完全被牵制，奥巴马希望通过核武相关国家共同谈判，一致合作解决两国核武威胁，但这本身就是异想天开的事，中俄都以此问题来牵制美国在此的影响力和作用，六方会谈也对比搁浅，各国心怀鬼胎，此情况下多边会谈就无意义，导致伊朝两国的核力量在各个大国勾心斗角间发展了起来，这八年，朝鲜试爆了几次核武就是对奥巴马无情的打脸，他就是不肯冒风险，想着万一出事了，其他核武国家也得共同分担责任，可就是这种不敢挑起担子的处理方式，才让美国被牵着鼻子走，不断的对外施加影响力，医保问题耗费美国本来就不多的财收，川普上台后选择拨乱反正，新思路，核武问题，不再跟其他国家谈，直接找对方谈，简单明了，我保证你安全，停了，不需要和其他国家再商讨，从一开始的反核武扩散出发，没了其他国家的勾心斗角，一切就如此的顺风顺水，朝鲜如今稳定了，伊朗不配合，所以他们被直接制裁了，内战了，美国没有撕毁伊核协定，只不过到期了，美国选择不再继续签约，这个区别大了，川普真的很厉害，别不承认，人家务实，制度上的止损能力更强，一旦意识到错误，立刻做出调整，利益集团都无可奈何，只能靠媒体抹黑，但美国老百姓都懂，所以再怎么黑，川普同期支持率都相当高，跟里根差不多，他本人也是里根的粉丝，里根是美国老百姓公认好的总统，别忘了里根也不是什么职业官僚，就一个二流都不算演员，川普是商人，难道非要全世界的总统首脑从小就别裤腰带，一出生就学厚黑学才适合当官吗？对了，美国老百姓对就业率看的相当重视，而川普给了他们最想要的工作，目前美国失业率是自克林顿后最低的，美国人没有理由不爱待这个老头子,女,22,2019-05-23 19:17:57,0,悲伤/痛苦
川普是保护第三阶级，夺权华尔街。希拉里是巩固精英阶层，跪舔华尔街。,男,26,2018-11-16 09:57:50,0,厌恶/讨厌
就算他没当总统，这社会上又有多少人能有他的成就、地位? 搞不懂为什么那么多人嘲讽川普 还说他傻 不懂政治。 我也不喜欢他，但是他应该比大多数键盘侠聪明的多吧。 [2233娘_喝水],男,21,2018-06-23 17:49:12,0,愤怒/生气
怼白左这方面，我是支持川普的。,男,10,2018-07-09 19:42:13,0,平静/冷静
其实特朗普的很多政策都是对的，只是方式很粗糙，反对移民，提高关税，制造业返回美国等都是对的，的确是解决美国国内矛盾的方式,男,21,2018-07-03 09:43:15,1,悲伤/痛苦
特没谱确实是很牛逼的，敢说敢做，敢做不敢当的流氓。 他所做的一切都是为了美国人民，为了美国的未来，美国人也是看得到的。虽然他卑鄙无耻臭不要脸。，我们中国人讨厌他，但美国佬大部分人，现在都支持他，这个是事实。不要无知的看待我们的敌人，其实它们是很强大的。,保密,10,2018-06-24 11:06:48,0,恐惧/害怕
通过嘲讽少数的高等人来拉拢更多的老百姓的认可来获得更多的支持，这不是稳赢吗,男,19,2018-06-23 17:50:15,1,平静/冷静
特朗普是真的很强，把全世界耍来耍去，还把国内就业率提高了.....装傻充愣确实nb,男,18,2018-06-23 13:46:45,0,悲伤/痛苦
胸前的红领巾越发鲜艳了(｀・ω・´),男,10,2018-06-23 12:25:13,0,悲伤/痛苦
熟悉的兰花指和傲娇的小表情，是川普小公主没错了[那兔_恶代官],男,10,2018-06-23 11:23:34,0,悲伤/痛苦
没办法，他支持率比其他人高一倍，而且他干的这些事真的让美国人民高兴了,保密,18,2018-06-23 10:20:29,0,悲伤/痛苦
特朗普这么爱演 c位出道吧[洛天依_滑稽],保密,10,2018-06-23 08:16:20,0,平静/冷静
"川普：朋友们，明天我会骂你们几句，不要介意啊。
手下：明白明白……
第二天。
川普：精英们都是**，什么金融经济通通都是吸血鬼，美国万岁，快乐美国！
民众：卧槽，特朗普牛逼，老子早就觉得这帮精英吸血鬼都是智障了。投票我们就认特朗普。
精英：川普同学，骂也骂完了，什么时候大家发钱啊。
川普：等我骂到连任吧，到时候人人有份。",男,21,2018-07-19 13:01:11,0,愤怒/生气
可能美国人厌倦了虚伪 这个总统很嚣张但是很实在,女,12,2018-07-07 18:36:48,0,厌恶/讨厌
神逻辑。中国是不是该选马云，王健林，马化腾。有钱只能代表会做生意，并不能代表会治理国家，更不能代表哎别人聪明。,保密,20,2018-06-23 09:54:02,0,厌恶/讨厌
加油干，再干一届，美国越分裂越好，放心，正协委员给你留着。好同志,保密,12,2018-06-23 06:01:59,1,愉快/幸福
精英是什么？就是精神英国人呗,男,16,2018-06-23 07:39:50,0,惊讶/震惊
感觉大家都不太瞧得起特朗普， 但是我觉得他还挺厉害的，因为他够无耻 所以感觉总能利益最大化……,保密,9,2018-07-14 04:52:34,0,平静/冷静
川普说，在坐的各位都是垃圾，还掌声一片，这是何等的卧槽。,男,14,2018-06-26 13:59:37,0,恐惧/害怕
卡特算是历届总统里的老好人了,男,2,2025-01-05 12:31:14,0,平静/冷静
这事特朗普有些不地道了，可以在就职典礼时把国旗升上去，宣完誓再发个哀悼把旗降下来收买一波人心。毕竟人都会死，谁能说得准特朗普死的时候不会在别人的就职典礼上呢,男,2,2025-01-05 02:35:10,0,愤怒/生气
这还不简单。我为特朗普出一计：1月20日，先在室内小规模（重要内阁参与）宣布就位，拿到实权；1月29日满了30天，再在室外搞个大型的宣誓仪式，所有人参与，邀请的外宾也参与，并宣布大赦天下，年满100岁的在押囚犯，只要赞成MAGA的就可以释放，回家养老，减轻联邦负担。3次就位仪式+大赦天下，那绝对是蝎子拉屎独一份的荣耀！[打call][打call][打call],保密,23,2025-01-04 16:06:30,1,厌恶/讨厌
这不得让特朗普先守孝三年再继位？[滑稽],保密,2,2025-01-04 23:18:31,0,愤怒/生气
死者为大[doge]，川普你就忍了吧,保密,4,2025-01-04 23:32:21,0,恐惧/害怕
"为啥我想的是
卡特：阿美丽卡无权为我降半旗[笑哭]",男,3,2025-01-05 10:43:09,1,愉快/幸福
卡特是不是当年与我们建交在任时的总统，尼克松是铺垫,男,4,2025-01-05 09:07:38,1,愉快/幸福
效率部，叫马斯克来！！,保密,54,2025-01-04 19:07:33,0,悲伤/痛苦
跟老公在离婚的边缘，协议已经写好了，就是因为工作太忙两个人慢慢离心了，元旦那天很难得两个人都在家，早上起床本来不打算说话的，他却做好了早餐给我说吃一点儿吧，于是跟他默默坐在餐桌前吃饭、很难得他竟然还记得我喜欢溏心蛋，于是我说了句鸡蛋煎的不错，他突然笑了说你什么口味我还不了解吗？我问他今天去上班吗，他说不上，难得休息一天，又不知说什么，我哦了一声默默吃饭。吃完饭，我在看电影 他突然从后边抱住我说不想离婚了，感觉今天这种生活很幸福，我也有点泪目，其实主要是平时工作忙……我抱住了他，然后我们开始接吻……已经达成一致不会离婚了，认真对待每一天，感谢上四休三，挽回了我们夫妻感情。,保密,6,2025-01-05 12:06:40,0,悲伤/痛苦
大礼议事件[doge],男,669,2025-01-04 22:24:24,0,恐惧/害怕
把旗杆用盒子罩住然后设置程序有50%概率是顶部50%是半旗，这样在打开盒子之前旗就处于顶部和半旗的叠加态。[doge],男,46,2025-01-05 01:06:58,0,恐惧/害怕
就懂王赢票选的那几天，也搞不懂是自媒体还是网友自嗨，什么拜登反水，川普赦免亨特都出来了，你仔细瞅两眼，意淫文学快溢出屏幕了。[吃瓜],男,3,2025-01-05 02:03:33,0,愤怒/生气
多好办，就职典礼那天先把旗杆加高一倍，再降半旗，然后把上面的那一截给锯掉就好了。,男,2,2025-01-04 20:53:42,0,平静/冷静
说白了，两党已经到了完全撕破脸皮的地步了，如果是之前出现这种情况，还能勉强给个体面，但是现在任何一件像对方低头的小事都会被无限放大。[笑哭],男,16,2025-01-04 22:48:04,0,厌恶/讨厌
升两面旗就可以了，一杆两旗。,保密,268,2025-01-04 23:10:53,1,愉快/幸福
我有一记，老登赶快死一死，这样就能降全旗了，川普上台更丢人[脱单doge],保密,2,2025-01-04 22:35:09,0,悲伤/痛苦
民主党：纵是身死，仍要为我所用[doge],保密,1,2025-01-05 10:58:22,1,恐惧/害怕
《老卡特的100种妙用》[doge][doge][doge],保密,89,2025-01-05 12:35:20,1,悲伤/痛苦
卡特是被哈哈姐折腾死的,保密,2,2025-01-05 00:13:59,0,悲伤/痛苦
不应该啊，特朗普这稍微运作一下，不就成了尊重老好人总统，尊重联邦法律的典范嘛？这不该怒啊，这完全可以运作成助攻啊。是文化差异不同吗,女,8,2025-01-05 02:05:48,0,愤怒/生气
性取向 性认同是自由的是私人的事 不应该过多干涉 但支持男就是男女就是女 不要搞出一堆性别来 挺扰乱社会秩序的,女,1497,2024-12-24 10:18:16,1,平静/冷静
破站也是好起来了，之前说y染色体是男的改不了，被人追着骂。请苍天，辨忠奸。[tv_大哭]社会还是要遵守生理性别，因为上厕所或者多数活动都是根据生理行为区分的。,女,926,2024-12-24 15:58:12,0,愤怒/生气
川普说的是性认同，不是性取向[doge_金箍]很多人好像分不清楚这俩区别,保密,21,2025-01-02 20:33:09,0,厌恶/讨厌
难得在美国看到一个正常的政客[笑哭],女,514,2024-12-23 23:16:54,0,愉快/幸福
"跨性别绝对是一种性别认知的障碍，是需要医生确诊之后确认这个人的心理状态是符合做这个手术并且愿意承担后果的才可以去做的。
性别只有男跟女，其实没有影响到跨性别手术继续实施，患者也只是在男跟女之间做出了选择而已，而不是像现在这样一堆女装大佬吵着要比女的比赛进女厕这种变态事情。我还是非常支持跨性别者去非常勇敢的做出自己的选择的，但是女性的权益也是非常需要关注跟保护的。真的不想再看见一个胡子拉碴的男的穿个花裙子就说自己是四个娃的妈，真的太可怕了，明目张胆的去否定女性在生殖方面的天然功能和贡献。
真正跨性别者就是一个非常少数的群体，他们也需要被看见跟保护。现在这个情况妖魔鬼怪横行，女生也受伤，真正的跨性别者也受伤—因为这些丑妖怪遭受很多非议",保密,120,2024-12-25 11:18:35,0,愉快/幸福
圆脸：终于不用每日严谨了[嘟嘟],保密,2175,2024-12-23 23:30:09,0,平静/冷静
最支持懂王的一集,女,1443,2024-12-24 09:21:58,1,平静/冷静
虽然我是跨性别者，但是这个真是我最支持的一集，跨是为了成为另一性别，而不是把自己卡在中间标榜自己不同,男,140,2025-01-02 18:39:07,1,悲伤/痛苦
一想到这是21世纪一个大国总统发表的承诺就觉得这世界真是荒诞得没底了,女,94,2024-12-26 08:45:13,0,厌恶/讨厌
对的，社会不能被某一类人群小声音大的人裹挟,保密,863,2024-12-23 23:37:46,0,厌恶/讨厌
支持只承认生理性别[OK]这也是对女性权利的维护,保密,6,2024-12-29 22:58:01,0,愉快/幸福
不行，这样美国人正常了我们怎么办,保密,6,2024-12-30 19:03:27,0,悲伤/痛苦
影视作品上少点zzzq就行 别的我无所谓我又不住那儿,男,301,2024-12-24 18:37:10,0,厌恶/讨厌
这不应该是人类的共识吗？在美国居然需要总统令[辣眼睛],保密,41,2024-12-26 08:20:48,0,愤怒/生气
跨性别本来就是小众，只能尊重不能引导,保密,110,2024-12-27 23:56:55,0,厌恶/讨厌
可惜老美的法令换个党派就“朝令夕改”了，要是他们能一直坚持这个法令不动摇，我觉得这是对人类社会的一种贡献,保密,573,2024-12-23 23:06:00,0,恐惧/害怕
性别流体还有得救。我这一秒钟是男的，下一秒就流成女的了[doge],男,816,2024-12-24 10:53:38,0,愉快/幸福
世界上的人类性别只有两种，男性和女性 除此之外别无他性,男,16,2025-01-01 11:27:01,0,厌恶/讨厌
我还是觉得对跨性别者没必要赶尽杀绝，也不要给予什么特殊优待，当成普通人对待就好了。做了手术的就按手术后性别算，没做就按生理性别算，但是不允许男跨女参加女子运动项目，因为身体条件不一样。,保密,150,2024-12-30 06:22:03,0,愤怒/生气
别的不说，这还是支持的，至少游戏里可以少见点妖魔鬼怪了,男,430,2024-12-24 11:52:25,1,平静/冷静
0点之前，我还是总华探长[呆],男,1,2024-12-30 17:40:29,0,厌恶/讨厌
谁说坐在白宫里的就是总统,保密,8,2024-12-26 12:51:56,0,厌恶/讨厌
最近建了个百U战神社区，有兴趣的兄弟姐妹可以一起交流一下【得意R】【得意R】,男,1,2025-01-04 10:29:45,1,愉快/幸福
秘不发丧,保密,2,2024-12-27 14:17:20,0,羞耻
这个参议员穆尔科斯基就是阿拉斯加那个超级地头蛇，GOP里面的铁杆反懂派[吃瓜],保密,50,2024-12-25 16:36:05,0,悲伤/痛苦
拜登这四年都无人在意，不是单单这几天[吃瓜]他是傀儡。,保密,4,2024-12-26 11:09:17,0,厌恶/讨厌
天无二日,保密,0,2025-01-03 22:04:25,0,恐惧/害怕
拜登现在最大的作用就是卖特赦令，给自家多赚点钱,男,5,2024-12-26 23:09:33,1,愉快/幸福
增值税法吗？直接税是一点不提,保密,5,2024-12-26 18:07:52,0,恐惧/害怕
无聊，就是几天的事。。。,保密,16,2024-12-25 20:38:17,0,平静/冷静
人走茶凉,保密,5,2024-12-26 17:14:47,0,厌恶/讨厌
特朗普还是要低调点，要不容易活不了4年,保密,2,2024-12-26 03:29:10,0,愤怒/生气
老登在大赦天下,保密,1,2024-12-26 16:05:53,0,愤怒/生气
老头怼老头。,保密,6,2024-12-26 10:23:32,0,羞耻
拜登高风亮节！,男,0,2025-01-02 18:57:18,0,愤怒/生气
废话，都投票赢了还有名画,女,0,2024-12-26 22:26:32,0,平静/冷静
美国卖特赦令不是传统吗 特朗普在位就卖了几百个,保密,1,2024-12-27 11:00:12,0,厌恶/讨厌
给拜登献一计，宣布戒严。,男,1,2024-12-26 17:38:01,0,羞耻
如果我也可以信口胡咧咧，那我就是美国总统。,保密,0,2024-12-29 13:46:32,1,希望/期待
拜登：老子早就不想在这位置了,保密,2,2024-12-26 08:38:43,0,愤怒/生气
白宫好彩妹！,男,1,2024-11-16 19:47:19,0,愤怒/生气
哈里斯有那种美国盛世的感觉,女,0,2024-11-05 20:54:08,0,平静/冷静
好喜欢假笑,男,0,2024-11-01 18:57:00,1,愉快/幸福
希望哈里斯无论面对什么都能保持真诚与智慧,保密,0,2024-10-31 23:12:21,1,愉快/幸福
政治演讲是这样的,女,0,2024-10-15 20:49:03,1,平静/冷静
我一开始都觉得她不可能赢，那么短时间，结果竟然影响这么大,男,3,2024-10-13 19:56:28,0,愤怒/生气
前半段很不错 后半段瞎扯,保密,0,2024-10-08 04:15:08,1,愉快/幸福
额选哈里斯 她才是众望所归[打call][打call][打call][吃瓜],保密,0,2024-09-25 16:01:07,0,愤怒/生气
真正的大女主，继希拉里之后，第二位美国女性总统候选人，哈里斯牛,保密,4,2024-09-22 22:01:48,0,愤怒/生气
有点儿像粉丝见面会[doge],保密,4,2024-09-19 10:30:05,0,希望/期待
美国是否能走社会主义道路[doge],男,1,2024-09-19 12:48:44,1,平静/冷静
华为[doge],男,0,2024-09-18 18:48:16,0,平静/冷静
哈里斯这个演讲和论证逻辑确实是,保密,3,2024-09-17 12:15:13,0,希望/期待
美国那16亿，你也有份收工资吧,保密,0,2024-09-16 01:19:15,1,希望/期待
到处是buffer,保密,0,2024-09-15 12:32:51,0,恐惧/害怕
川普要不是挨了枪子，对面栓条狗上去都能赢。挨了八枪还能处于下风呢，这人之前完全没什么优势吧，这几个月靠砸钱生生堆成了一个热门选手。,男,3,2024-09-14 09:48:47,0,厌恶/讨厌
爱笑的女人运气不会太差，因为运气差的笑不出来,保密,5,2024-09-14 17:06:35,0,厌恶/讨厌
作为美国政客，仅见她愿见到的，她是合格的美国政客，但作为对一个人类的评价，你会得到相反的结论。,保密,5,2024-09-13 14:23:45,0,平静/冷静
GAZA??[辣眼睛],女,0,2024-09-14 11:32:29,0,厌恶/讨厌
太枯燥了，say： mother[呲牙][呲牙],保密,0,2024-09-13 20:06:11,0,愤怒/生气
“米，你好年轻!”[吃瓜],男,59,2024-11-06 16:02:56,0,愉快/幸福
这感人的场面，不知道的还以为见到了未曾谋面的亲爹。,保密,16,2024-02-26 11:50:59,0,愤怒/生气
拉稀登：大胆，朕还没死呐！,保密,16,2024-02-25 13:17:12,0,悲伤/痛苦
本来米莱指望老登能买下阿根廷，解燃眉之急，结果热脸贴冷屁股，没有答应，老登现在连乌克兰都没钱援助了，哪有精力现在整阿根廷的破事，所以米莱只能指望懂王上台买了，这年头，买办也不是个容易的事，你想卖，别人还未必想买[呲牙],男,45,2024-02-25 09:11:02,0,厌恶/讨厌
梭哈是一种智慧。[doge_金箍],男,15,2024-11-18 16:55:14,0,羞耻
我的天，头一次见特朗普被人逼的节节后退[doge],女,41,2024-11-14 17:30:59,0,愤怒/生气
含情脉脉委屈巴巴的眼神真绷不住,男,15,2024-11-01 05:17:40,0,厌恶/讨厌
阿根廷股票在哪里买？,男,39,2024-11-09 02:38:14,0,愤怒/生气
赌对了,保密,37,2024-11-06 21:49:21,0,恐惧/害怕
背景音乐 ymca[doge],保密,12,2024-02-25 09:10:45,0,羞耻
阿根廷特朗普，这是给米莱抬咖了...,保密,12,2024-02-25 08:59:43,0,愉快/幸福
这个米莱是真的能搞，一般特朗普是那个特别强势主动的人能让别人很被动，这货能一直整得特朗普连连后退被动不已,保密,37,2024-02-25 13:40:00,0,厌恶/讨厌
"米莱：臣潘柏斯国米莱，参见陛下，多日不见甚是思念，陛下洪福齐天，请指点迷津[酸了][酸了][酸了]
特朗普：平身，有朕在，汝怕什么，按朕的MAGA指导思想继续干就可以了，等朕转正后，一切都会好的[doge][doge][doge]
米莱：喳，臣遵旨[星星眼][星星眼][星星眼]",保密,11,2024-02-25 10:40:24,0,悲伤/痛苦
阿根廷分懂，向懂王致敬！忠诚！（河南口音）[吃瓜],保密,37,2024-02-25 13:41:09,0,悲伤/痛苦
现在谁不佩服你的远见[吃瓜],保密,36,2024-11-14 10:10:35,0,愤怒/生气
见到精神领袖了,男,10,2024-10-27 12:30:38,0,愤怒/生气
金毛家族再添一子,保密,10,2024-02-26 21:17:02,0,恐惧/害怕
第一句“总统”的语气像讲师,保密,34,2024-02-25 13:39:36,0,厌恶/讨厌
@燕三嘤嘤嘤 新素材来啦，下周要见视频,保密,9,2024-02-25 14:53:15,1,希望/期待
看见标题我还以为是有人cos他俩整活，点进来一看震惊我一整年[呲牙],保密,34,2024-02-25 10:23:44,0,愤怒/生气
哈哈哈哈哈哈哈哈笑死我了好有梗,女,12895,2020-11-03 18:14:43,0,愉快/幸福
通俄已经确定了[tv_doge],男,10906,2020-11-03 18:19:37,0,愉快/幸福
《十一月四日风雨大作》——陆游,保密,7634,2020-11-03 20:59:27,0,厌恶/讨厌
我差点信了[吃瓜],保密,6043,2020-11-03 18:17:22,0,悲伤/痛苦
这是我见过最像的模仿,男,4418,2020-11-03 18:14:31,0,平静/冷静
"纯路人，不吹不黑，是看了特朗普各种退群入的坑，炸了炸了，果断路转粉。

发现这个大男孩不仅是个霸道总裁，而且越扒越干净。我们家川宝笑起来像个两百斤的孩子，眼睛里有星星呐！

回望这四年，很难想象这个大男孩是怎么熬过来的，很后悔没能早认识你，陪你度过那段难过的日子。

听说这次拜登花了大价钱来黑川宝，无数黑粉营销号下场，我们要做好准备，一定不能脱粉，一定要坚持下去，川宝尽管飞，i川永相随！黑粉退散，他是我的川宝，稍微有点儿素质的人就知道别玷污别人心里的光！你们知道川宝有多努力吗？

川宝走到现在真的很不容易，铺天盖地的谩骂和恶意没有磨去他的温柔，新冠肺炎和种族冲突反而磨练出他顽强的毅力。但川宝已经不再是四年前那个天真且张扬跋扈的奶川了，现在他做的每件事说的每句话都小心翼翼(心疼)。

可是他才74岁啊，未来可期！MAGA",保密,4236,2020-11-04 01:04:44,0,愤怒/生气
好了，特朗普彻底通俄了，我说，他应该回家了，建国想家了[洛天依_哈哈哈][洛天依_哈哈哈][洛天依_哈哈哈],女,2689,2020-11-03 19:12:03,0,愤怒/生气
毛子媒体又整活了，老阴阳怪气了[滑稽],保密,1279,2020-11-03 21:52:38,0,厌恶/讨厌
妙啊[doge],男,1154,2020-11-03 18:13:21,0,羞耻
大家好，这里是乌克兰著名的xxx集团（因为牵扯太多，所以懂得都懂，不能多说）。如果乔先生您输了，不要灰心，乌克兰永远是您背后最有力的支持者，我们的董事会将永远为您保留一个位置。[doge],保密,989,2020-11-03 20:53:56,0,愤怒/生气
实话说特朗普不太可能落选吧,保密,765,2020-11-03 18:13:19,0,平静/冷静
@CGTN官方账号 你学学人家RT，人家战斗力比你强也是有原因的[热词系列_锤],保密,614,2020-11-03 20:39:15,0,悲伤/痛苦
